created_ym,segment_name,request_count,avg_response_hours,delay_48h_rate,repeat_proxy_rate
2020-01,High-volume fast-moving workload,8466,490.3148973344358,0.35908339239310183,0.4376328844790928
2020-01,Long-duration service burden,100,23503.316616666667,0.79,0.18
2020-02,High-volume fast-moving workload,4858,359.5669991080006,0.34376286537669826,0.40284067517496913
2020-02,Long-duration service burden,87,27036.055571519795,0.8735632183908046,0.25287356321839083
2020-03,High-volume fast-moving workload,4018,359.2009059233449,0.3474365355898457,0.45097063215530114
2020-03,Long-duration service burden,63,28889.144519400354,0.9365079365079365,0.3333333333333333
2020-04,High-volume fast-moving workload,3374,235.47119673318844,0.25133372851215174,0.502963841138115
2020-04,Long-duration service burden,40,27848.46101388889,0.9,0.325
2020-05,High-volume fast-moving workload,5045,209.56911992071358,0.2348860257680872,0.5330029732408325
2020-05,Long-duration service burden,75,26354.08788148148,0.8933333333333333,0.25333333333333335
2020-06,High-volume fast-moving workload,6825,236.44991925111924,0.2490842490842491,0.5389010989010989
2020-06,Long-duration service burden,86,21499.469948320413,0.9069767441860465,0.1511627906976744
2020-07,High-volume fast-moving workload,6933,290.7239384906326,0.3220827924419443,0.5230059137458531
2020-07,Long-duration service burden,65,23886.978764957265,0.9538461538461539,0.15384615384615385
2020-08,High-volume fast-moving workload,7390,393.1677896181026,0.3828146143437077,0.5525033829499323
2020-08,Long-duration service burden,97,23277.36687857961,0.9690721649484536,0.23711340206185566
2020-09,High-volume fast-moving workload,6383,251.07281485543194,0.3083189722700924,0.5248315838947204
2020-09,Long-duration service burden,70,23447.87206349206,1.0,0.22857142857142856
2020-10,High-volume fast-moving workload,5981,271.2992679132066,0.3616452098311319,0.5052666778130748
2020-10,Long-duration service burden,89,19003.069244694132,0.9887640449438202,0.42696629213483145
2020-11,High-volume fast-moving workload,5099,258.40221802749994,0.3543832123945872,0.4912727985879584
2020-11,Long-duration service burden,75,15558.01601851852,1.0,0.48
2020-12,High-volume fast-moving workload,5007,252.68380739187361,0.3980427401637707,0.5254643499101258
2020-12,Long-duration service burden,70,13648.059174603173,1.0,0.42857142857142855
2021-01,High-volume fast-moving workload,5005,217.0663545898546,0.3992007992007992,0.4991008991008991
2021-01,Long-duration service burden,114,8274.614144736843,0.631578947368421,0.6140350877192983
2021-02,High-volume fast-moving workload,4148,227.39822404371586,0.4069431051108968,0.5118129218900676
2021-02,Long-duration service burden,63,20391.3458686067,0.9841269841269841,0.47619047619047616
2021-03,High-volume fast-moving workload,5403,228.89979784893168,0.3459189339255969,0.47214510457153436
2021-03,Long-duration service burden,121,25537.81081496786,1.0,0.5371900826446281
2021-04,High-volume fast-moving workload,5226,237.79795297019177,0.35017221584385766,0.46804439341752774
2021-04,Long-duration service burden,105,20302.56933862434,0.9904761904761905,0.44761904761904764
2021-05,High-volume fast-moving workload,6103,300.9649063757351,0.3055874160249058,0.5056529575618548
2021-05,Long-duration service burden,129,24507.159035314384,0.9922480620155039,0.4263565891472868
2021-06,High-volume fast-moving workload,6549,327.65123479411614,0.2921056649870209,0.5129027332417163
2021-06,Long-duration service burden,156,24089.016390669516,0.9935897435897436,0.4935897435897436
2021-07,High-volume fast-moving workload,6665,351.0050558472951,0.34598649662415604,0.5162790697674419
2021-07,Long-duration service burden,119,20614.10044817927,1.0,0.2773109243697479
2021-08,High-volume fast-moving workload,6007,356.03606671845813,0.3414349925087398,0.4974196770434493
2021-08,Long-duration service burden,101,21170.27167491749,1.0,0.37623762376237624
2021-09,High-volume fast-moving workload,6937,361.0070779075168,0.3700446879054346,0.5041084042093124
2021-09,Long-duration service burden,108,22255.45039866255,1.0,0.37962962962962965
2021-10,High-volume fast-moving workload,6687,350.58474423840624,0.37924330791087185,0.4949902796470764
2021-10,Long-duration service burden,144,22737.21500964506,0.9930555555555556,0.5069444444444444
2021-11,High-volume fast-moving workload,5922,413.8488498630343,0.40847686592367444,0.513677811550152
2021-11,Long-duration service burden,110,21783.512244949496,1.0,0.5272727272727272
2021-12,High-volume fast-moving workload,5382,327.8173291114414,0.34894091415830547,0.5172798216276477
2021-12,Long-duration service burden,92,21122.53525664251,1.0,0.5652173913043478
2022-01,High-volume fast-moving workload,6259,269.53468880367825,0.43665122223997443,0.5686211854928902
2022-01,Long-duration service burden,82,21138.553844850947,1.0,0.3902439024390244
2022-02,High-volume fast-moving workload,5522,399.35033396716165,0.3944223107569721,0.5295182904744657
2022-02,Long-duration service burden,76,20365.69338084795,1.0,0.5
2022-03,High-volume fast-moving workload,5440,329.0289367340686,0.3145220588235294,0.5080882352941176
2022-03,Long-duration service burden,113,14450.067667158308,0.9823008849557522,0.4336283185840708
2022-04,High-volume fast-moving workload,5223,329.38909922990194,0.3051885889335631,0.5033505648094965
2022-04,Long-duration service burden,114,15992.714710038987,1.0,0.47368421052631576
2022-05,High-volume fast-moving workload,6204,363.9781584013898,0.3041586073500967,0.5383623468729851
2022-05,Long-duration service burden,119,16830.85040849673,0.9915966386554622,0.36134453781512604
2022-06,High-volume fast-moving workload,5966,468.164172905725,0.30204492122024806,0.503855179349648
2022-06,Long-duration service burden,132,15765.08257154882,0.9848484848484849,0.29545454545454547
2022-07,High-volume fast-moving workload,6593,356.249162832634,0.2754436523585621,0.5426967996359775
2022-07,Long-duration service burden,108,17185.678425925926,1.0,0.3055555555555556
2022-08,High-volume fast-moving workload,6016,443.0119527556147,0.3106715425531915,0.5104720744680851
2022-08,Long-duration service burden,142,16001.974207746478,1.0,0.34507042253521125
2022-09,High-volume fast-moving workload,5956,390.951051927095,0.28962390866353255,0.513767629281397
2022-09,Long-duration service burden,133,14844.489741019215,1.0,0.49624060150375937
2022-10,High-volume fast-moving workload,5771,365.7756892219719,0.32594004505285046,0.5250389880436666
2022-10,Long-duration service burden,127,14916.145050306211,1.0,0.41732283464566927
2022-11,High-volume fast-moving workload,5460,391.47009747659746,0.37326007326007327,0.5188644688644689
2022-11,Long-duration service burden,98,11348.998183106576,1.0,0.3469387755102041
2022-12,High-volume fast-moving workload,5770,302.87736732139416,0.41889081455805893,0.5577123050259966
2022-12,Long-duration service burden,130,6170.599995726496,0.9692307692307692,0.5153846153846153
2023-01,High-volume fast-moving workload,5479,279.6952612500254,0.34057309728052565,0.5281985763825515
2023-01,Long-duration service burden,114,5474.251557017544,0.956140350877193,0.6052631578947368
2023-02,High-volume fast-moving workload,4974,243.5887678148595,0.31926015279453157,0.5233212706071572
2023-02,Long-duration service burden,70,7568.282702380952,1.0,0.34285714285714286
2023-03,High-volume fast-moving workload,5468,270.57355822766806,0.3092538405267008,0.5181053401609363
2023-03,Long-duration service burden,182,6393.003936202686,0.9725274725274725,0.5164835164835165
2023-04,High-volume fast-moving workload,5423,330.1934423853136,0.296514844182187,0.5176101788677854
2023-04,Long-duration service burden,191,6812.550098894706,0.9947643979057592,0.6020942408376964
2023-05,High-volume fast-moving workload,6161,406.5717471460261,0.28225937347833147,0.5239409186820322
2023-05,Long-duration service burden,239,7301.5754532775445,1.0,0.497907949790795
2023-06,High-volume fast-moving workload,5704,277.72426552516754,0.2824333800841515,0.508765778401122
2023-06,Long-duration service burden,180,7328.953307098766,0.9944444444444445,0.4888888888888889
2023-07,High-volume fast-moving workload,6372,270.90081820638903,0.30681104833647205,0.5070621468926554
2023-07,Long-duration service burden,160,8020.807559027778,1.0,0.48125
2023-08,High-volume fast-moving workload,5962,301.9193345353908,0.32069775243206977,0.5068768869506877
2023-08,Long-duration service burden,175,6128.448649206349,0.9942857142857143,0.5828571428571429
2023-09,High-volume fast-moving workload,6098,269.1098783298714,0.3325680551000328,0.5037717284355526
2023-09,Long-duration service burden,100,8529.93891388889,1.0,0.39
2023-10,High-volume fast-moving workload,6694,276.30994364771107,0.3299970122497759,0.5434717657603825
2023-10,Long-duration service burden,129,6284.897930663222,0.9922480620155039,0.4573643410852713
2023-11,High-volume fast-moving workload,6193,272.52629846421587,0.3723558856773777,0.5711286936864202
2023-11,Long-duration service burden,103,6622.423853829558,1.0,0.4368932038834951
2023-12,High-volume fast-moving workload,5938,241.15453304517047,0.3275513640956551,0.5650050522061301
2023-12,Long-duration service burden,109,5099.603524464832,1.0,0.5596330275229358
2024-01,High-volume fast-moving workload,6443,225.78554770896923,0.3344715194785038,0.5804749340369393
2024-01,Long-duration service burden,61,3722.5469535519123,0.9836065573770492,0.5081967213114754
2024-02,High-volume fast-moving workload,5322,209.4358220593762,0.2803457346862082,0.5507328072153326
2024-02,Long-duration service burden,87,3657.371264367816,1.0,0.6206896551724138
2024-03,High-volume fast-moving workload,5891,200.34400714838077,0.2848412833135291,0.5503310134102869
2024-03,Long-duration service burden,163,4275.091666666666,1.0,0.5705521472392638
2024-04,High-volume fast-moving workload,5787,216.72281224199835,0.28408501814411613,0.5296353896664938
2024-04,Long-duration service burden,193,5917.129104778354,0.9948186528497409,0.5129533678756477
2024-05,High-volume fast-moving workload,6076,215.42375013715164,0.2727123107307439,0.5343976300197498
2024-05,Long-duration service burden,169,5093.812144970415,1.0,0.5088757396449705
2024-06,High-volume fast-moving workload,6626,253.04301996344367,0.2689405372773921,0.5507093268940537
2024-06,Long-duration service burden,151,5734.227408020603,1.0,0.4304635761589404
2024-07,High-volume fast-moving workload,6641,245.13493926617477,0.2985996084926969,0.517542538774281
2024-07,Long-duration service burden,156,4586.76229522792,1.0,0.47435897435897434
2024-08,High-volume fast-moving workload,6332,222.201196743174,0.32817435249526217,0.5153190145293746
2024-08,Long-duration service burden,105,4143.912645502645,1.0,0.3047619047619048
2024-09,High-volume fast-moving workload,6741,171.56360014999424,0.2673193888147159,0.5669781931464174
2024-09,Long-duration service burden,99,3644.7165600448934,0.98989898989899,0.3838383838383838
2024-10,High-volume fast-moving workload,6620,174.39882422792883,0.27129909365558913,0.5427492447129909
2024-10,Long-duration service burden,107,3082.2032762201457,1.0,0.4953271028037383
2024-11,High-volume fast-moving workload,7699,242.87916320301338,0.32432783478373817,0.5850110403948565
2024-11,Long-duration service burden,98,3062.8252437641722,0.9897959183673469,0.46938775510204084
2024-12,High-volume fast-moving workload,6981,235.20840408091806,0.34665520699040253,0.6408823950723392
2024-12,Long-duration service burden,67,2423.2510364842456,1.0,0.5970149253731343
2025-01,High-volume fast-moving workload,7934,201.41541621152282,0.305898663977817,0.668389210990673
2025-01,Long-duration service burden,56,2148.810763888889,1.0,0.48214285714285715
2025-02,High-volume fast-moving workload,5762,206.42098041767906,0.306664352655328,0.5805275945852134
2025-02,Long-duration service burden,49,2120.2438151927436,1.0,0.3673469387755102
2025-03,High-volume fast-moving workload,6348,229.1197629174543,0.26937618147448017,0.5581285444234405
2025-03,Long-duration service burden,41,2326.152344173442,0.975609756097561,0.36585365853658536
2025-04,High-volume fast-moving workload,6061,204.2797025610002,0.2763570367926085,0.5332453390529616
2025-04,Long-duration service burden,71,3316.467613458529,0.9577464788732394,0.38028169014084506
2025-05,High-volume fast-moving workload,6475,202.11372235092233,0.2579150579150579,0.5439382239382239
2025-05,Long-duration service burden,68,1710.1568300653594,1.0,0.3235294117647059
2025-06,High-volume fast-moving workload,6834,196.8531259551914,0.2698273339186421,0.5304360550190226
2025-06,Long-duration service burden,55,1513.285797979798,0.9636363636363636,0.3090909090909091
2025-07,High-volume fast-moving workload,6782,182.95078217667682,0.29283397227956354,0.5216750221173695
2025-07,Long-duration service burden,47,1313.2945271867611,0.9361702127659575,0.3617021276595745
2025-08,High-volume fast-moving workload,6576,146.31552159367396,0.2708333333333333,0.5384732360097324
2025-08,Long-duration service burden,61,1253.4929872495447,0.9836065573770492,0.22950819672131148
2025-09,High-volume fast-moving workload,6710,118.59015606888558,0.2540983606557377,0.5491803278688525
2025-09,Long-duration service burden,32,1245.45203125,0.96875,0.25
2025-10,High-volume fast-moving workload,7319,132.24915091618467,0.266839732203853,0.5746686705834131
2025-10,Long-duration service burden,51,1178.954983660131,1.0,0.21568627450980393
2025-11,High-volume fast-moving workload,6846,120.59240866523842,0.2654104586619924,0.6200701139351447
2025-11,Long-duration service burden,39,1285.3071866096866,0.9487179487179487,0.2564102564102564
2025-12,High-volume fast-moving workload,7258,113.89963170907197,0.30228713144116837,0.6525213557453844
2025-12,Long-duration service burden,34,1139.772295751634,0.9705882352941176,0.3235294117647059
2026-01,High-volume fast-moving workload,7645,112.34413203982268,0.3865271419228254,0.6255068672334859
2026-01,Long-duration service burden,24,1365.6726851851852,1.0,0.2916666666666667
2026-02,High-volume fast-moving workload,7229,83.2330757673568,0.3235578918245954,0.6148844930142482
2026-02,Long-duration service burden,4,717.0904166666667,1.0,0.0
2026-03,High-volume fast-moving workload,6805,42.657792962690834,0.21440117560617195,0.5897134459955915
2026-03,Long-duration service burden,4,127.06965277777778,0.5,0.25
2026-04,High-volume fast-moving workload,8968,17.68965575131331,0.10671275646743979,0.5799509366636931
2026-04,Long-duration service burden,4,54.39,0.5,0.0
